,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
944,-36.0,-11.0,-6.0,-20.0,-4.0,5.0,-4.0,31.0,4.0,10.0,-4.0,-20.0,0.0,-33.0,-15.0,-46.0,0.0,-1.0,4.0,16.0,-7.0,-57.0,-7.0,-16.0,20.0,-2.0,-2.0,-7.0,20.0,3.0,-3.0,4.0,10.0,8.0,0.0,4.0,-8.0,24.0,7.0,5.0,8.0,-6.0,-6.0,-14.0,17.0,34.0,11.0,1.0,-26.0,-4.0,0.0,3.0,-6.0,2.0,-1.0,0.0,-11.0,-7.0,-3.0,6.0,5.0,36.0,-1.0,4.0,3
2519,-3.0,2.0,-2.0,0.0,-1.0,7.0,5.0,3.0,0.0,0.0,-3.0,-3.0,-2.0,-8.0,-4.0,-7.0,-3.0,1.0,1.0,0.0,2.0,9.0,3.0,-9.0,-4.0,-2.0,1.0,-4.0,-5.0,-16.0,-11.0,-4.0,17.0,0.0,0.0,2.0,10.0,-5.0,3.0,-1.0,-8.0,-4.0,-2.0,-2.0,9.0,19.0,-8.0,11.0,10.0,6.0,1.0,1.0,-31.0,16.0,16.0,0.0,-1.0,-3.0,-5.0,0.0,13.0,-39.0,-8.0,-1.0,3
1730,-13.0,-1.0,-2.0,-2.0,-3.0,-18.0,-3.0,4.0,-6.0,-1.0,1.0,-1.0,4.0,5.0,-2.0,-15.0,3.0,-4.0,-5.0,-1.0,37.0,50.0,4.0,10.0,-11.0,2.0,0.0,-4.0,-66.0,-64.0,-1.0,-15.0,2.0,-2.0,-3.0,2.0,1.0,-11.0,4.0,28.0,-1.0,1.0,2.0,3.0,1.0,12.0,5.0,12.0,-3.0,-1.0,-3.0,-2.0,-3.0,-18.0,-4.0,-5.0,-1.0,-1.0,-2.0,-2.0,24.0,21.0,-7.0,-10.0,3
2135,-8.0,-1.0,-1.0,2.0,-1.0,47.0,1.0,-6.0,-2.0,2.0,3.0,2.0,9.0,55.0,2.0,-3.0,-1.0,-2.0,-4.0,-1.0,12.0,36.0,-5.0,-5.0,-4.0,-3.0,-1.0,-2.0,-5.0,-29.0,5.0,6.0,0.0,-5.0,-6.0,-7.0,-6.0,-46.0,-8.0,-1.0,2.0,0.0,2.0,-2.0,-21.0,35.0,8.0,-5.0,-10.0,-1.0,2.0,-2.0,22.0,49.0,11.0,14.0,20.0,0.0,0.0,2.0,-6.0,-11.0,-8.0,-10.0,3
1628,3.0,0.0,-2.0,1.0,-5.0,-56.0,0.0,6.0,-2.0,2.0,-1.0,1.0,8.0,25.0,4.0,-2.0,-9.0,-4.0,-3.0,-1.0,-7.0,-38.0,-13.0,-21.0,-1.0,3.0,7.0,5.0,-2.0,68.0,15.0,8.0,2.0,-3.0,0.0,-4.0,3.0,-3.0,-3.0,0.0,-3.0,-2.0,-2.0,-2.0,-10.0,-37.0,-6.0,16.0,-6.0,0.0,-1.0,0.0,18.0,45.0,3.0,0.0,4.0,0.0,-1.0,-4.0,-6.0,-36.0,-5.0,8.0,3
2694,-3.0,0.0,2.0,4.0,-14.0,10.0,6.0,4.0,-7.0,2.0,2.0,5.0,7.0,12.0,-1.0,2.0,-2.0,2.0,0.0,1.0,-2.0,0.0,-6.0,-5.0,-1.0,-1.0,-3.0,-4.0,-3.0,-7.0,-6.0,-15.0,2.0,-2.0,-2.0,-6.0,-3.0,-23.0,-4.0,5.0,-19.0,-3.0,-5.0,-7.0,-1.0,-22.0,-6.0,-6.0,-5.0,-4.0,-2.0,2.0,10.0,19.0,6.0,12.0,2.0,4.0,9.0,10.0,-15.0,-3.0,6.0,-21.0,3
781,1.0,-3.0,1.0,-3.0,-1.0,15.0,2.0,2.0,-11.0,-7.0,-5.0,-4.0,20.0,3.0,-17.0,-10.0,-2.0,6.0,4.0,5.0,0.0,30.0,14.0,1.0,9.0,-7.0,-4.0,-8.0,-10.0,-20.0,-4.0,-5.0,-13.0,-3.0,-3.0,-7.0,-8.0,9.0,-2.0,-5.0,0.0,0.0,1.0,1.0,9.0,-19.0,-1.0,6.0,3.0,7.0,1.0,2.0,-1.0,-2.0,-6.0,-6.0,-26.0,-8.0,-2.0,-2.0,-3.0,-1.0,-4.0,-3.0,3
1910,1.0,0.0,-2.0,1.0,7.0,-1.0,-3.0,-4.0,2.0,-4.0,-3.0,-4.0,2.0,-50.0,-7.0,-5.0,-14.0,3.0,4.0,8.0,5.0,63.0,9.0,0.0,-3.0,0.0,-2.0,-4.0,-38.0,-42.0,4.0,-7.0,4.0,0.0,-1.0,-4.0,3.0,4.0,0.0,9.0,0.0,-1.0,-2.0,-3.0,-10.0,-14.0,-2.0,-7.0,-10.0,-2.0,-1.0,0.0,18.0,-5.0,-11.0,-17.0,-6.0,-5.0,-1.0,0.0,15.0,8.0,-2.0,28.0,3
2043,-4.0,0.0,-1.0,-1.0,6.0,-11.0,-3.0,-6.0,-2.0,-2.0,-1.0,-5.0,-2.0,7.0,-5.0,-3.0,-11.0,-1.0,-2.0,-5.0,-2.0,-17.0,0.0,-5.0,-10.0,0.0,0.0,-4.0,-6.0,0.0,0.0,-16.0,-4.0,-2.0,2.0,9.0,20.0,57.0,-1.0,-9.0,13.0,3.0,5.0,5.0,-10.0,48.0,8.0,7.0,0.0,0.0,0.0,-6.0,-26.0,-77.0,-12.0,2.0,1.0,-3.0,-1.0,2.0,32.0,80.0,15.0,3.0,3
1108,-1.0,1.0,-4.0,-10.0,-19.0,-51.0,-17.0,-8.0,-9.0,18.0,2.0,3.0,11.0,59.0,-2.0,3.0,14.0,-14.0,7.0,9.0,-1.0,-8.0,-8.0,0.0,11.0,7.0,6.0,20.0,-6.0,4.0,42.0,-17.0,-4.0,-6.0,-11.0,-20.0,21.0,-7.0,-6.0,5.0,-7.0,4.0,3.0,16.0,-20.0,-19.0,-25.0,-3.0,30.0,13.0,1.0,-17.0,7.0,14.0,14.0,-5.0,-45.0,-2.0,-1.0,-5.0,-1.0,27.0,11.0,32.0,3
1542,-1.0,2.0,1.0,-4.0,-31.0,12.0,4.0,-1.0,-1.0,1.0,0.0,4.0,3.0,-26.0,-2.0,-3.0,0.0,-4.0,-1.0,-6.0,-18.0,-23.0,2.0,26.0,0.0,0.0,-3.0,-1.0,22.0,34.0,7.0,-12.0,-8.0,-3.0,-4.0,0.0,16.0,-4.0,-7.0,-9.0,1.0,-2.0,-5.0,-3.0,11.0,2.0,-3.0,2.0,-6.0,0.0,-2.0,-5.0,-34.0,-67.0,-6.0,-15.0,-2.0,-4.0,-1.0,-1.0,-23.0,-51.0,-5.0,0.0,3
61,8.0,-1.0,1.0,-2.0,-8.0,23.0,1.0,6.0,-12.0,1.0,1.0,1.0,10.0,3.0,-4.0,-2.0,-1.0,0.0,0.0,-1.0,-10.0,-34.0,5.0,-9.0,-13.0,0.0,0.0,3.0,9.0,22.0,1.0,4.0,18.0,2.0,-2.0,-3.0,3.0,-17.0,3.0,15.0,-6.0,-2.0,-1.0,2.0,3.0,49.0,3.0,-3.0,-9.0,1.0,0.0,-1.0,1.0,4.0,1.0,-3.0,13.0,-7.0,-2.0,0.0,12.0,16.0,1.0,4.0,3
1233,4.0,-14.0,-9.0,-22.0,45.0,65.0,0.0,-17.0,-16.0,-2.0,-3.0,-1.0,-17.0,-17.0,12.0,-1.0,3.0,3.0,0.0,-2.0,16.0,-20.0,-29.0,-11.0,7.0,-2.0,3.0,0.0,-13.0,10.0,50.0,-6.0,-3.0,6.0,1.0,-1.0,3.0,32.0,-3.0,19.0,21.0,-7.0,2.0,23.0,28.0,37.0,7.0,-3.0,-10.0,-8.0,-9.0,-28.0,18.0,-21.0,6.0,3.0,-8.0,0.0,4.0,7.0,-35.0,-31.0,-18.0,13.0,3
114,1.0,-1.0,-1.0,0.0,-4.0,-3.0,6.0,7.0,-12.0,5.0,4.0,4.0,13.0,41.0,5.0,-11.0,-13.0,-7.0,-1.0,-1.0,-1.0,-29.0,-10.0,-24.0,3.0,2.0,2.0,-1.0,4.0,61.0,3.0,-2.0,-6.0,-2.0,-1.0,-1.0,-16.0,-40.0,-6.0,-7.0,-2.0,-3.0,-4.0,-2.0,5.0,12.0,7.0,12.0,-8.0,1.0,-2.0,-4.0,8.0,-35.0,-12.0,-3.0,-2.0,-1.0,0.0,-2.0,-18.0,22.0,12.0,3.0,3
2062,-6.0,0.0,1.0,10.0,72.0,99.0,6.0,3.0,2.0,6.0,5.0,3.0,-39.0,-2.0,8.0,7.0,-5.0,-5.0,-3.0,-1.0,4.0,-9.0,-3.0,-6.0,-5.0,0.0,-1.0,-3.0,-32.0,0.0,7.0,-6.0,2.0,-2.0,-2.0,-2.0,26.0,-43.0,-11.0,5.0,-2.0,0.0,1.0,3.0,20.0,-9.0,-2.0,-6.0,-11.0,2.0,2.0,0.0,-32.0,-27.0,1.0,-3.0,4.0,-1.0,-2.0,-3.0,21.0,41.0,-4.0,5.0,3
1486,-1.0,1.0,3.0,4.0,18.0,80.0,13.0,16.0,-4.0,-2.0,3.0,5.0,-11.0,-59.0,-8.0,-15.0,22.0,1.0,0.0,-3.0,-22.0,0.0,-3.0,-1.0,1.0,-2.0,-1.0,-7.0,15.0,1.0,1.0,6.0,-6.0,-3.0,-6.0,2.0,45.0,31.0,-1.0,-3.0,11.0,4.0,-2.0,1.0,8.0,56.0,7.0,-13.0,1.0,1.0,6.0,12.0,16.0,50.0,10.0,12.0,-4.0,2.0,1.0,-1.0,-8.0,-9.0,0.0,-4.0,3
1947,-7.0,-1.0,2.0,0.0,-6.0,-18.0,-6.0,-4.0,10.0,-1.0,-3.0,-2.0,14.0,5.0,-6.0,-18.0,0.0,-2.0,-3.0,1.0,-1.0,7.0,1.0,0.0,3.0,-2.0,-1.0,-4.0,-14.0,-27.0,4.0,2.0,-4.0,1.0,0.0,6.0,8.0,19.0,1.0,-3.0,-5.0,-3.0,-3.0,-7.0,-9.0,-8.0,-5.0,8.0,-8.0,0.0,0.0,2.0,2.0,-25.0,1.0,-5.0,6.0,1.0,0.0,1.0,30.0,56.0,3.0,-4.0,3
2606,0.0,-1.0,1.0,7.0,-8.0,-15.0,2.0,6.0,4.0,-2.0,-2.0,-2.0,-20.0,-10.0,-1.0,3.0,-3.0,-4.0,-2.0,-3.0,2.0,-16.0,-5.0,-4.0,3.0,0.0,-1.0,-1.0,7.0,12.0,9.0,-4.0,-4.0,0.0,-1.0,-5.0,6.0,38.0,6.0,-17.0,1.0,-3.0,-3.0,0.0,8.0,-4.0,3.0,29.0,-11.0,-1.0,1.0,-1.0,-16.0,-33.0,-7.0,-12.0,-1.0,1.0,0.0,4.0,6.0,36.0,0.0,12.0,3
245,14.0,-2.0,-4.0,-1.0,-3.0,-17.0,-9.0,-11.0,-17.0,-2.0,-2.0,1.0,16.0,23.0,-9.0,-3.0,0.0,1.0,1.0,3.0,4.0,8.0,3.0,4.0,1.0,-1.0,-4.0,-1.0,3.0,-19.0,-4.0,1.0,3.0,-1.0,0.0,-2.0,-9.0,-19.0,-6.0,-1.0,3.0,1.0,2.0,2.0,-2.0,14.0,2.0,5.0,-2.0,1.0,3.0,1.0,6.0,22.0,3.0,-5.0,11.0,2.0,2.0,-1.0,-26.0,-21.0,-6.0,-3.0,3
963,11.0,1.0,-7.0,-14.0,-22.0,-18.0,-4.0,-12.0,10.0,-7.0,-5.0,-15.0,-7.0,0.0,-12.0,11.0,-5.0,0.0,-4.0,-11.0,-3.0,-1.0,-3.0,18.0,14.0,1.0,-4.0,-8.0,6.0,3.0,10.0,-1.0,-40.0,-6.0,-4.0,16.0,9.0,13.0,8.0,-31.0,-16.0,-1.0,4.0,0.0,-14.0,-61.0,-20.0,-4.0,-4.0,2.0,1.0,8.0,10.0,58.0,31.0,19.0,8.0,13.0,5.0,2.0,-14.0,-34.0,-14.0,-47.0,3
149,-2.0,2.0,4.0,8.0,-7.0,-2.0,7.0,0.0,2.0,1.0,0.0,-1.0,6.0,-9.0,-1.0,-3.0,-5.0,-2.0,-5.0,1.0,5.0,8.0,2.0,-2.0,-3.0,-4.0,-1.0,-7.0,-5.0,-11.0,-1.0,-11.0,-8.0,-4.0,-2.0,-4.0,12.0,-43.0,-26.0,-17.0,11.0,-3.0,-1.0,0.0,-7.0,-5.0,18.0,22.0,-10.0,3.0,4.0,4.0,0.0,20.0,9.0,3.0,9.0,2.0,0.0,3.0,11.0,-12.0,2.0,9.0,3
1279,5.0,0.0,1.0,0.0,14.0,13.0,9.0,9.0,-4.0,1.0,-3.0,-2.0,-13.0,-36.0,-28.0,-8.0,2.0,-4.0,-3.0,-16.0,-5.0,15.0,10.0,28.0,-3.0,2.0,-4.0,-6.0,-7.0,-49.0,-23.0,-7.0,-21.0,-1.0,-4.0,1.0,22.0,36.0,15.0,15.0,36.0,-6.0,5.0,11.0,-16.0,52.0,-2.0,-10.0,-2.0,-1.0,3.0,5.0,18.0,39.0,6.0,-18.0,-9.0,-1.0,-2.0,0.0,-1.0,-13.0,2.0,2.0,3
947,39.0,10.0,7.0,10.0,-17.0,29.0,8.0,3.0,-18.0,-12.0,-2.0,5.0,29.0,2.0,-11.0,23.0,20.0,2.0,0.0,-1.0,2.0,8.0,-31.0,5.0,-7.0,3.0,3.0,23.0,11.0,16.0,19.0,-1.0,-2.0,-5.0,-11.0,-36.0,-40.0,-1.0,-5.0,-9.0,-6.0,-1.0,-2.0,-3.0,-12.0,-24.0,-2.0,0.0,1.0,-1.0,-5.0,-9.0,-1.0,13.0,-3.0,5.0,17.0,-13.0,-2.0,8.0,2.0,-45.0,-51.0,6.0,3
2833,5.0,-2.0,-1.0,-5.0,-21.0,-1.0,-2.0,-8.0,-9.0,0.0,3.0,-1.0,-6.0,29.0,4.0,-2.0,-7.0,1.0,1.0,-2.0,-17.0,-42.0,0.0,5.0,4.0,5.0,6.0,7.0,-1.0,-8.0,4.0,7.0,1.0,-7.0,-6.0,-4.0,8.0,6.0,-9.0,-7.0,6.0,-1.0,-6.0,-10.0,-5.0,-8.0,-2.0,7.0,-3.0,1.0,0.0,1.0,-9.0,40.0,4.0,0.0,0.0,0.0,2.0,0.0,-2.0,-4.0,2.0,2.0,3
176,15.0,7.0,7.0,4.0,-6.0,-25.0,-10.0,1.0,-12.0,-6.0,-3.0,-3.0,7.0,-1.0,3.0,9.0,-8.0,-8.0,-7.0,1.0,14.0,-31.0,-13.0,-13.0,-8.0,0.0,0.0,-5.0,-22.0,-77.0,-5.0,-5.0,-13.0,-2.0,0.0,5.0,19.0,61.0,11.0,-7.0,-3.0,5.0,4.0,8.0,16.0,38.0,-8.0,-16.0,1.0,0.0,-1.0,-5.0,-10.0,20.0,14.0,13.0,-7.0,-4.0,-1.0,-3.0,-18.0,-60.0,-13.0,2.0,3
1223,-2.0,-12.0,0.0,3.0,-4.0,-11.0,3.0,-5.0,5.0,-5.0,-7.0,-5.0,-15.0,36.0,21.0,2.0,-9.0,-2.0,-1.0,0.0,30.0,24.0,-19.0,-3.0,30.0,2.0,0.0,-4.0,-5.0,-72.0,-5.0,19.0,-12.0,3.0,1.0,4.0,-33.0,-26.0,-6.0,21.0,23.0,7.0,8.0,14.0,33.0,32.0,29.0,39.0,6.0,-4.0,1.0,0.0,16.0,-15.0,-2.0,-8.0,-18.0,-13.0,-13.0,-13.0,-37.0,-6.0,-2.0,-9.0,3
1978,-5.0,1.0,3.0,2.0,4.0,4.0,0.0,-3.0,1.0,1.0,-1.0,-2.0,-10.0,-12.0,0.0,0.0,0.0,-2.0,-1.0,0.0,4.0,-6.0,-5.0,-11.0,-2.0,-1.0,-1.0,0.0,6.0,-17.0,-5.0,7.0,1.0,1.0,1.0,-1.0,-14.0,-6.0,3.0,5.0,-1.0,-2.0,-1.0,0.0,6.0,11.0,-1.0,-7.0,1.0,0.0,0.0,-4.0,-7.0,-11.0,-1.0,6.0,0.0,1.0,-1.0,3.0,9.0,22.0,2.0,-3.0,3
850,-37.0,-6.0,3.0,14.0,25.0,84.0,-1.0,-8.0,-7.0,13.0,-1.0,-5.0,-23.0,-106.0,-25.0,-12.0,5.0,0.0,8.0,38.0,24.0,127.0,7.0,4.0,-14.0,-4.0,-4.0,-15.0,16.0,20.0,39.0,10.0,25.0,4.0,-2.0,-1.0,-15.0,-33.0,-31.0,-7.0,2.0,9.0,2.0,-9.0,-39.0,-89.0,5.0,-4.0,-9.0,-6.0,4.0,16.0,29.0,63.0,22.0,0.0,6.0,20.0,9.0,19.0,5.0,63.0,-21.0,-46.0,3
2533,-14.0,-1.0,-1.0,4.0,18.0,-7.0,-3.0,-3.0,19.0,3.0,2.0,-3.0,-19.0,29.0,3.0,-4.0,1.0,-3.0,-2.0,-4.0,-9.0,-39.0,-8.0,-7.0,1.0,-1.0,2.0,4.0,37.0,54.0,2.0,-13.0,6.0,0.0,-2.0,-2.0,-36.0,-18.0,2.0,11.0,-16.0,0.0,-3.0,-2.0,5.0,-32.0,0.0,-9.0,2.0,1.0,1.0,7.0,32.0,23.0,-3.0,4.0,9.0,-2.0,-5.0,-10.0,-22.0,-37.0,0.0,18.0,3
