,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2689,2.0,-5.0,-2.0,-2.0,-31.0,-22.0,-1.0,-1.0,-15.0,-2.0,-1.0,-4.0,-1.0,-8.0,-2.0,-4.0,16.0,-2.0,-2.0,-1.0,50.0,7.0,0.0,-3.0,1.0,0.0,2.0,4.0,-12.0,2.0,-2.0,2.0,-9.0,1.0,0.0,-8.0,-34.0,-6.0,1.0,0.0,6.0,0.0,-1.0,2.0,13.0,5.0,-1.0,-12.0,-13.0,-4.0,0.0,2.0,-9.0,-7.0,1.0,4.0,9.0,1.0,2.0,11.0,-19.0,-7.0,-4.0,-6.0,1
1855,40.0,4.0,1.0,0.0,-43.0,-53.0,-1.0,10.0,3.0,-2.0,0.0,2.0,-1.0,-1.0,0.0,4.0,-6.0,-2.0,-2.0,0.0,-11.0,-19.0,0.0,0.0,-7.0,-7.0,-3.0,-3.0,6.0,16.0,1.0,-1.0,-17.0,-4.0,-1.0,-2.0,10.0,17.0,-5.0,-11.0,-11.0,-4.0,-2.0,-4.0,12.0,26.0,0.0,-8.0,-10.0,2.0,0.0,1.0,-11.0,-23.0,-1.0,-3.0,33.0,5.0,0.0,-1.0,-32.0,-19.0,-1.0,9.0,1
868,-18.0,-5.0,-1.0,0.0,15.0,2.0,1.0,-4.0,-2.0,-3.0,-1.0,-2.0,-10.0,-2.0,0.0,4.0,-26.0,-3.0,-3.0,-3.0,5.0,13.0,-2.0,-12.0,33.0,8.0,3.0,3.0,-27.0,-49.0,0.0,-1.0,17.0,8.0,0.0,3.0,1.0,8.0,4.0,15.0,3.0,-8.0,0.0,0.0,5.0,-1.0,-7.0,-14.0,-17.0,-2.0,-2.0,-2.0,9.0,7.0,4.0,2.0,-18.0,-5.0,-2.0,-2.0,13.0,8.0,1.0,1.0,1
1883,9.0,-1.0,-2.0,-5.0,11.0,18.0,-1.0,-4.0,-7.0,-2.0,-2.0,-5.0,-12.0,-3.0,-2.0,2.0,3.0,1.0,2.0,7.0,27.0,8.0,2.0,4.0,-2.0,-3.0,-1.0,1.0,-34.0,-18.0,-7.0,-5.0,-17.0,-5.0,-3.0,-2.0,-6.0,5.0,-1.0,-1.0,25.0,2.0,-1.0,1.0,-16.0,6.0,-4.0,-3.0,5.0,0.0,-6.0,-12.0,-8.0,1.0,-4.0,-10.0,-7.0,-1.0,2.0,6.0,19.0,4.0,3.0,19.0,1
2665,-13.0,-2.0,-3.0,-1.0,5.0,6.0,0.0,-10.0,8.0,0.0,1.0,-1.0,9.0,4.0,-2.0,8.0,-19.0,-9.0,-6.0,-9.0,22.0,38.0,-1.0,-5.0,-19.0,-2.0,2.0,9.0,6.0,5.0,-2.0,-11.0,1.0,4.0,3.0,7.0,-13.0,-31.0,-5.0,-6.0,36.0,0.0,-2.0,-2.0,-6.0,-16.0,3.0,26.0,-17.0,-5.0,-4.0,-6.0,21.0,17.0,2.0,-7.0,-8.0,1.0,-6.0,-16.0,9.0,10.0,-9.0,-6.0,1
953,4.0,-3.0,-5.0,-6.0,17.0,27.0,-6.0,-7.0,-12.0,0.0,2.0,2.0,21.0,17.0,7.0,16.0,6.0,0.0,-3.0,-5.0,-10.0,-12.0,-2.0,-3.0,23.0,1.0,2.0,4.0,-13.0,-36.0,0.0,3.0,-2.0,2.0,2.0,1.0,9.0,6.0,-4.0,-6.0,-3.0,-1.0,-5.0,-5.0,2.0,0.0,-1.0,-6.0,-17.0,-7.0,0.0,-1.0,10.0,22.0,0.0,-4.0,-23.0,-2.0,-3.0,-2.0,26.0,14.0,-3.0,-3.0,1
1031,18.0,0.0,-5.0,-5.0,18.0,26.0,1.0,11.0,-9.0,4.0,0.0,-1.0,0.0,10.0,-1.0,-6.0,-24.0,-12.0,-1.0,1.0,8.0,-4.0,-3.0,-7.0,-1.0,-1.0,1.0,0.0,-10.0,-5.0,-4.0,-7.0,9.0,-2.0,-3.0,-1.0,2.0,-2.0,2.0,2.0,-3.0,-2.0,-4.0,-4.0,15.0,0.0,2.0,4.0,0.0,4.0,-4.0,-3.0,13.0,35.0,0.0,-4.0,7.0,1.0,3.0,2.0,-39.0,-43.0,-2.0,1.0,1
2375,8.0,-2.0,-4.0,-7.0,6.0,-4.0,-3.0,6.0,-7.0,-2.0,-3.0,-4.0,-12.0,-3.0,0.0,-4.0,-18.0,-3.0,-2.0,-2.0,13.0,10.0,2.0,-6.0,-20.0,-11.0,-7.0,-12.0,-10.0,25.0,-4.0,4.0,-8.0,7.0,7.0,15.0,3.0,-40.0,0.0,-8.0,58.0,8.0,-2.0,-4.0,6.0,16.0,2.0,11.0,-8.0,-3.0,-1.0,0.0,17.0,13.0,-1.0,1.0,-2.0,4.0,0.0,-3.0,-13.0,-12.0,2.0,-2.0,1
1488,-21.0,1.0,-2.0,-1.0,6.0,7.0,1.0,-1.0,33.0,3.0,1.0,1.0,-19.0,-9.0,-3.0,7.0,-9.0,0.0,-2.0,1.0,-8.0,5.0,-3.0,-8.0,4.0,2.0,-1.0,-2.0,4.0,7.0,-3.0,-9.0,-10.0,-4.0,0.0,1.0,1.0,-33.0,2.0,8.0,5.0,-2.0,-3.0,-4.0,0.0,1.0,-2.0,0.0,6.0,0.0,2.0,-2.0,-1.0,0.0,-3.0,13.0,-16.0,-2.0,2.0,2.0,-27.0,-15.0,3.0,1.0,1
245,-14.0,-6.0,-1.0,-3.0,15.0,10.0,7.0,-4.0,-26.0,-4.0,0.0,1.0,25.0,14.0,-6.0,-13.0,-8.0,-7.0,-11.0,-11.0,69.0,95.0,-2.0,-9.0,33.0,10.0,9.0,12.0,-87.0,-86.0,2.0,17.0,-15.0,-6.0,-2.0,-2.0,-11.0,-13.0,1.0,2.0,2.0,3.0,1.0,2.0,14.0,-19.0,0.0,1.0,3.0,-2.0,-3.0,-7.0,2.0,4.0,-1.0,-3.0,-1.0,-1.0,-4.0,-3.0,-6.0,17.0,4.0,8.0,1
2582,9.0,4.0,4.0,15.0,38.0,43.0,7.0,-4.0,-17.0,-3.0,-1.0,-8.0,-31.0,-29.0,2.0,-2.0,-4.0,-1.0,4.0,5.0,-22.0,-21.0,-6.0,5.0,2.0,2.0,-1.0,3.0,2.0,3.0,-2.0,-4.0,0.0,-2.0,-5.0,-1.0,22.0,10.0,-1.0,-4.0,1.0,-3.0,-4.0,-5.0,1.0,23.0,2.0,4.0,5.0,3.0,4.0,12.0,64.0,49.0,8.0,2.0,6.0,0.0,-1.0,-4.0,-9.0,-35.0,-4.0,-2.0,1
847,73.0,10.0,0.0,-7.0,-29.0,-59.0,-3.0,8.0,-8.0,0.0,1.0,3.0,4.0,10.0,3.0,-1.0,3.0,1.0,-3.0,-4.0,-4.0,1.0,-1.0,4.0,-8.0,-3.0,-1.0,-2.0,9.0,8.0,0.0,1.0,-18.0,-4.0,-2.0,0.0,9.0,13.0,0.0,5.0,-17.0,-3.0,-2.0,1.0,2.0,4.0,1.0,-10.0,36.0,0.0,-4.0,-3.0,-4.0,18.0,-7.0,-1.0,-5.0,-2.0,2.0,4.0,7.0,-22.0,-3.0,0.0,1
2385,-10.0,0.0,1.0,0.0,-4.0,-12.0,-3.0,1.0,-2.0,-3.0,-4.0,-4.0,22.0,9.0,1.0,0.0,-24.0,-6.0,-5.0,-1.0,-20.0,15.0,1.0,1.0,44.0,6.0,0.0,1.0,-11.0,-22.0,2.0,9.0,8.0,3.0,0.0,1.0,1.0,0.0,-3.0,-5.0,1.0,2.0,1.0,-3.0,-20.0,-17.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,-8.0,5.0,0.0,1.0,-35.0,-9.0,-3.0,-3.0,25.0,-8.0,-2.0,-7.0,1
470,-25.0,-2.0,-1.0,-1.0,-16.0,-16.0,-3.0,-8.0,16.0,1.0,-2.0,2.0,28.0,12.0,-4.0,1.0,6.0,2.0,3.0,1.0,-4.0,17.0,1.0,-1.0,-23.0,2.0,-3.0,-2.0,-8.0,-9.0,-3.0,-9.0,-4.0,-12.0,-4.0,-3.0,-8.0,-11.0,-1.0,5.0,-29.0,-7.0,-6.0,-7.0,17.0,22.0,-2.0,-17.0,43.0,8.0,3.0,5.0,-2.0,-14.0,3.0,15.0,15.0,3.0,0.0,-4.0,-6.0,-4.0,-1.0,-7.0,1
1804,0.0,-2.0,-3.0,-3.0,-7.0,20.0,-1.0,-13.0,3.0,4.0,1.0,2.0,-5.0,-17.0,0.0,15.0,-1.0,-4.0,-2.0,-3.0,2.0,-11.0,-1.0,5.0,-2.0,-1.0,2.0,2.0,-23.0,-16.0,0.0,-6.0,-21.0,1.0,-4.0,-4.0,5.0,6.0,0.0,-3.0,29.0,0.0,-2.0,-4.0,37.0,44.0,-3.0,1.0,-8.0,-1.0,0.0,-2.0,-17.0,-20.0,-2.0,-1.0,1.0,-1.0,2.0,1.0,-9.0,-8.0,0.0,0.0,1
1943,3.0,-1.0,-4.0,-19.0,-5.0,3.0,2.0,-2.0,-1.0,1.0,-1.0,-6.0,-12.0,-1.0,0.0,3.0,-3.0,-1.0,-4.0,-6.0,1.0,-6.0,-2.0,1.0,-4.0,-3.0,-3.0,-3.0,23.0,28.0,-4.0,-1.0,-4.0,-3.0,-5.0,8.0,28.0,44.0,1.0,-7.0,-4.0,1.0,3.0,2.0,-53.0,-83.0,-6.0,4.0,22.0,3.0,3.0,1.0,-27.0,-24.0,-2.0,3.0,-12.0,-4.0,-3.0,-6.0,5.0,10.0,0.0,-4.0,1
2595,-10.0,-10.0,-4.0,-10.0,32.0,38.0,3.0,-2.0,7.0,8.0,3.0,3.0,-59.0,-40.0,2.0,12.0,-22.0,-11.0,1.0,0.0,16.0,4.0,-4.0,-20.0,7.0,-1.0,-3.0,-1.0,21.0,29.0,0.0,7.0,-2.0,6.0,4.0,4.0,-20.0,-23.0,-9.0,3.0,6.0,-1.0,-2.0,-3.0,-14.0,-4.0,-3.0,1.0,-10.0,-2.0,0.0,2.0,19.0,10.0,3.0,-2.0,-6.0,0.0,1.0,6.0,7.0,-6.0,-2.0,-5.0,1
2778,-10.0,-4.0,-6.0,-4.0,8.0,42.0,0.0,4.0,-8.0,2.0,6.0,3.0,-41.0,-41.0,1.0,-10.0,-8.0,-1.0,-1.0,-2.0,-17.0,-3.0,-1.0,4.0,25.0,-2.0,-1.0,2.0,-9.0,-6.0,-1.0,-11.0,8.0,-2.0,-3.0,-2.0,50.0,10.0,2.0,8.0,-1.0,0.0,-2.0,-1.0,11.0,20.0,-3.0,-3.0,-6.0,2.0,1.0,4.0,-17.0,-6.0,0.0,2.0,-13.0,-7.0,-5.0,-13.0,-5.0,-3.0,-3.0,-3.0,1
2020,-6.0,2.0,3.0,1.0,-2.0,-17.0,-1.0,-3.0,-8.0,-4.0,-2.0,-2.0,15.0,3.0,-2.0,-1.0,11.0,2.0,2.0,3.0,-2.0,-12.0,0.0,5.0,-17.0,-2.0,-4.0,-7.0,13.0,18.0,0.0,-1.0,-8.0,-1.0,-2.0,-4.0,-2.0,7.0,-1.0,-4.0,-4.0,-2.0,0.0,-2.0,-11.0,-3.0,-2.0,-3.0,-15.0,-5.0,-4.0,-3.0,48.0,47.0,-2.0,-9.0,12.0,6.0,8.0,14.0,-62.0,-59.0,6.0,13.0,1
916,14.0,0.0,-2.0,-3.0,0.0,0.0,-3.0,0.0,24.0,3.0,1.0,1.0,0.0,-3.0,-1.0,-3.0,-18.0,-7.0,-4.0,-8.0,19.0,34.0,0.0,6.0,-1.0,1.0,2.0,0.0,10.0,16.0,0.0,-2.0,-3.0,-7.0,-1.0,2.0,-12.0,-26.0,-1.0,5.0,-18.0,-1.0,0.0,-2.0,-6.0,-8.0,-5.0,-13.0,25.0,3.0,0.0,1.0,32.0,29.0,4.0,5.0,-8.0,-6.0,2.0,-2.0,-40.0,-35.0,-2.0,1.0,1
116,6.0,7.0,4.0,8.0,-12.0,18.0,1.0,10.0,8.0,-1.0,1.0,1.0,0.0,-56.0,2.0,24.0,11.0,1.0,3.0,1.0,-27.0,-39.0,0.0,0.0,-13.0,-2.0,2.0,1.0,3.0,0.0,5.0,0.0,4.0,-3.0,-6.0,-7.0,27.0,46.0,-4.0,-15.0,-10.0,-2.0,-2.0,0.0,34.0,51.0,0.0,-9.0,-27.0,-4.0,0.0,1.0,16.0,-27.0,0.0,-6.0,17.0,6.0,1.0,3.0,-89.0,-42.0,1.0,9.0,1
2618,1.0,1.0,-5.0,-6.0,24.0,11.0,-1.0,10.0,44.0,5.0,2.0,1.0,0.0,1.0,4.0,12.0,10.0,0.0,-1.0,-1.0,-4.0,17.0,-4.0,-4.0,-4.0,-2.0,0.0,-2.0,-2.0,-15.0,0.0,-2.0,-26.0,-3.0,-1.0,2.0,4.0,-10.0,-2.0,-8.0,-9.0,1.0,1.0,-3.0,12.0,10.0,6.0,5.0,8.0,-1.0,1.0,2.0,4.0,17.0,0.0,1.0,-9.0,-4.0,-4.0,-5.0,-4.0,4.0,-1.0,-1.0,1
2537,6.0,-9.0,-2.0,-1.0,9.0,1.0,-4.0,4.0,-4.0,-1.0,0.0,2.0,-9.0,-11.0,-1.0,-7.0,1.0,0.0,-1.0,-5.0,-6.0,0.0,0.0,5.0,-19.0,-3.0,2.0,1.0,-11.0,-27.0,-5.0,-11.0,3.0,4.0,-1.0,-4.0,9.0,17.0,-1.0,-3.0,1.0,-2.0,-2.0,-3.0,-55.0,4.0,2.0,-3.0,-6.0,-3.0,0.0,4.0,45.0,-10.0,-2.0,-3.0,4.0,3.0,2.0,4.0,-24.0,-6.0,-2.0,4.0,1
251,-13.0,-6.0,-5.0,-10.0,27.0,0.0,-4.0,-3.0,9.0,0.0,-8.0,-4.0,57.0,57.0,6.0,5.0,3.0,4.0,9.0,6.0,-84.0,-79.0,10.0,7.0,16.0,-2.0,-2.0,-2.0,8.0,-7.0,1.0,-8.0,9.0,0.0,-4.0,0.0,39.0,26.0,-5.0,-6.0,-23.0,-8.0,-8.0,-9.0,31.0,56.0,-8.0,-9.0,42.0,4.0,1.0,3.0,-12.0,-15.0,4.0,7.0,17.0,4.0,4.0,1.0,-14.0,-21.0,0.0,2.0,1
441,4.0,2.0,2.0,6.0,29.0,18.0,2.0,-4.0,18.0,4.0,-1.0,-2.0,-34.0,-33.0,-2.0,24.0,10.0,-2.0,-2.0,-1.0,50.0,22.0,-1.0,-3.0,-9.0,-6.0,-1.0,-3.0,-16.0,1.0,-1.0,-2.0,-22.0,-2.0,-3.0,-3.0,-14.0,1.0,-3.0,-9.0,-11.0,0.0,1.0,2.0,47.0,-1.0,2.0,-8.0,6.0,0.0,-1.0,-2.0,-13.0,-6.0,1.0,16.0,20.0,15.0,-3.0,1.0,32.0,27.0,-2.0,-8.0,1
2572,100.0,12.0,-2.0,-6.0,16.0,11.0,-3.0,0.0,1.0,-3.0,-2.0,0.0,32.0,42.0,2.0,-5.0,10.0,12.0,9.0,5.0,-75.0,-60.0,-2.0,5.0,-17.0,-7.0,-2.0,1.0,83.0,42.0,-3.0,-25.0,-25.0,-6.0,4.0,5.0,-71.0,-71.0,-2.0,12.0,-9.0,4.0,0.0,-1.0,27.0,29.0,1.0,3.0,6.0,-3.0,-2.0,-8.0,-34.0,-14.0,5.0,6.0,5.0,-2.0,-4.0,-5.0,-20.0,0.0,-4.0,-7.0,1
336,2.0,-3.0,-19.0,-52.0,38.0,3.0,-2.0,-5.0,-11.0,-4.0,-1.0,-5.0,15.0,17.0,-1.0,-4.0,-1.0,-2.0,-4.0,-5.0,-31.0,-24.0,-6.0,4.0,2.0,-6.0,-6.0,3.0,3.0,26.0,-2.0,-9.0,-15.0,2.0,9.0,20.0,-13.0,-27.0,3.0,2.0,22.0,10.0,6.0,5.0,-17.0,-33.0,-3.0,2.0,12.0,9.0,1.0,-1.0,-5.0,-1.0,0.0,-2.0,-2.0,-10.0,-1.0,-6.0,22.0,5.0,1.0,19.0,1
2411,1.0,-1.0,-1.0,-2.0,3.0,13.0,-2.0,-5.0,-17.0,-1.0,3.0,4.0,-8.0,-23.0,-1.0,-1.0,2.0,-2.0,-1.0,0.0,-13.0,-8.0,-2.0,-1.0,-7.0,-3.0,-3.0,2.0,25.0,8.0,-1.0,-2.0,-4.0,1.0,-2.0,-2.0,1.0,-20.0,1.0,4.0,9.0,0.0,-2.0,-2.0,3.0,14.0,0.0,-3.0,2.0,0.0,0.0,-3.0,-14.0,-13.0,1.0,2.0,-2.0,-2.0,-2.0,-5.0,-8.0,0.0,-1.0,-3.0,1
929,-4.0,-5.0,-3.0,-3.0,9.0,22.0,-1.0,0.0,8.0,3.0,1.0,2.0,26.0,-18.0,-2.0,-2.0,-1.0,1.0,0.0,-1.0,-28.0,-20.0,-2.0,-5.0,5.0,0.0,1.0,2.0,-8.0,-19.0,2.0,-2.0,-4.0,-2.0,-3.0,-2.0,14.0,12.0,-2.0,-19.0,24.0,0.0,0.0,2.0,4.0,14.0,0.0,8.0,1.0,0.0,-1.0,-1.0,7.0,12.0,-4.0,-2.0,0.0,-1.0,-5.0,0.0,-13.0,-5.0,-3.0,-5.0,1
1845,8.0,-1.0,-2.0,-2.0,42.0,1.0,0.0,0.0,-8.0,-2.0,0.0,4.0,0.0,14.0,2.0,-7.0,10.0,1.0,1.0,1.0,-2.0,-5.0,1.0,5.0,-8.0,0.0,1.0,-3.0,-30.0,-36.0,-5.0,3.0,13.0,0.0,-5.0,-4.0,48.0,37.0,0.0,-4.0,-5.0,-8.0,0.0,1.0,-42.0,-6.0,0.0,11.0,-30.0,-3.0,0.0,1.0,7.0,20.0,-2.0,-22.0,26.0,7.0,0.0,0.0,21.0,6.0,1.0,-6.0,1
450,-7.0,1.0,-3.0,4.0,66.0,21.0,0.0,-8.0,1.0,-6.0,1.0,3.0,-44.0,-29.0,-4.0,3.0,2.0,3.0,1.0,0.0,0.0,-8.0,0.0,4.0,-6.0,-7.0,0.0,-5.0,5.0,7.0,-2.0,-4.0,-2.0,5.0,2.0,-2.0,-10.0,12.0,0.0,0.0,14.0,-1.0,-3.0,-1.0,12.0,-2.0,0.0,-6.0,-3.0,0.0,-4.0,-3.0,15.0,35.0,3.0,4.0,1.0,1.0,-1.0,5.0,-30.0,-30.0,-4.0,2.0,1
1079,6.0,1.0,-2.0,-4.0,0.0,13.0,-2.0,-3.0,-9.0,-8.0,-7.0,-6.0,17.0,34.0,3.0,-8.0,15.0,5.0,11.0,17.0,-16.0,-55.0,1.0,11.0,-40.0,-2.0,-1.0,1.0,-1.0,-15.0,-2.0,-21.0,76.0,4.0,0.0,-3.0,30.0,-3.0,3.0,14.0,2.0,1.0,4.0,0.0,-38.0,-41.0,-6.0,-1.0,-20.0,-5.0,-7.0,-9.0,22.0,36.0,-1.0,-7.0,1.0,-6.0,-4.0,-3.0,14.0,34.0,-1.0,1.0,1
1931,17.0,-1.0,-1.0,0.0,-9.0,0.0,1.0,-3.0,-3.0,-1.0,-2.0,-1.0,-13.0,25.0,-1.0,11.0,1.0,3.0,6.0,8.0,38.0,-10.0,1.0,-10.0,-31.0,-9.0,-3.0,-2.0,-22.0,-4.0,-1.0,-3.0,1.0,1.0,-2.0,-3.0,-10.0,-20.0,-9.0,-11.0,11.0,-2.0,-3.0,-1.0,1.0,-10.0,1.0,0.0,-7.0,-7.0,-7.0,-7.0,23.0,43.0,0.0,0.0,18.0,4.0,0.0,2.0,2.0,1.0,2.0,8.0,1
210,-5.0,1.0,2.0,1.0,17.0,4.0,-1.0,-5.0,-7.0,-4.0,-6.0,-6.0,8.0,8.0,-3.0,0.0,-15.0,-6.0,3.0,7.0,-28.0,5.0,-1.0,-31.0,5.0,1.0,-1.0,0.0,-1.0,-25.0,5.0,13.0,6.0,-4.0,-5.0,-6.0,4.0,22.0,-2.0,-12.0,11.0,2.0,-2.0,1.0,81.0,73.0,4.0,7.0,-2.0,3.0,6.0,6.0,-57.0,-67.0,-1.0,-5.0,-12.0,-1.0,-1.0,-5.0,-10.0,0.0,-4.0,-4.0,1
523,-19.0,-1.0,3.0,3.0,-28.0,-45.0,-3.0,1.0,43.0,18.0,-2.0,2.0,2.0,8.0,4.0,8.0,-23.0,-17.0,-3.0,-3.0,15.0,9.0,-2.0,-22.0,-10.0,-3.0,-2.0,-5.0,-4.0,-5.0,3.0,-3.0,1.0,-10.0,-6.0,-4.0,37.0,35.0,-2.0,-8.0,-5.0,13.0,6.0,8.0,-49.0,-64.0,-3.0,12.0,21.0,-1.0,2.0,3.0,-8.0,-12.0,-1.0,1.0,2.0,-2.0,-1.0,-1.0,18.0,18.0,-5.0,-5.0,1
922,-7.0,1.0,3.0,2.0,-10.0,-14.0,3.0,-3.0,4.0,13.0,3.0,2.0,8.0,1.0,-1.0,1.0,-5.0,-15.0,-4.0,-3.0,-3.0,17.0,1.0,1.0,12.0,1.0,1.0,4.0,6.0,-11.0,-3.0,-8.0,1.0,-2.0,-3.0,-4.0,-6.0,9.0,-1.0,-2.0,-5.0,-1.0,0.0,3.0,-7.0,-16.0,-2.0,-3.0,31.0,7.0,0.0,-3.0,-24.0,-20.0,2.0,9.0,-12.0,-10.0,-5.0,-4.0,9.0,11.0,-2.0,-11.0,1
