,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1293,-15.0,-4.0,-7.0,-6.0,-4.0,35.0,5.0,-4.0,-29.0,-2.0,4.0,14.0,8.0,-12.0,7.0,9.0,50.0,19.0,-8.0,-2.0,-8.0,-16.0,-69.0,-25.0,1.0,-16.0,0.0,-6.0,-2.0,1.0,84.0,44.0,2.0,8.0,0.0,1.0,23.0,16.0,-78.0,-28.0,-3.0,7.0,4.0,11.0,-10.0,2.0,94.0,12.0,-4.0,-4.0,-5.0,-21.0,-4.0,11.0,34.0,-9.0,-22.0,3.0,-1.0,3.0,3.0,-3.0,-111.0,-22.0,0
1236,69.0,4.0,2.0,8.0,-19.0,-18.0,-105.0,5.0,-34.0,-3.0,-8.0,-19.0,33.0,12.0,107.0,-21.0,50.0,1.0,-4.0,-2.0,-13.0,25.0,86.0,69.0,-25.0,-6.0,-3.0,0.0,24.0,3.0,-24.0,-24.0,-22.0,-3.0,-1.0,-17.0,-18.0,5.0,12.0,9.0,4.0,6.0,5.0,8.0,2.0,13.0,-31.0,-10.0,6.0,5.0,4.0,1.0,-7.0,-22.0,-30.0,-7.0,-13.0,-9.0,-6.0,3.0,3.0,-3.0,-12.0,-11.0,0
1458,2.0,3.0,4.0,9.0,-2.0,-2.0,-21.0,6.0,-3.0,0.0,-1.0,1.0,4.0,-9.0,-40.0,-12.0,-40.0,-3.0,2.0,9.0,-12.0,-8.0,-114.0,-24.0,69.0,-1.0,-12.0,-31.0,16.0,13.0,109.0,37.0,-5.0,2.0,2.0,4.0,-2.0,11.0,-32.0,-1.0,0.0,-3.0,-2.0,-2.0,9.0,-1.0,-57.0,-15.0,8.0,1.0,3.0,1.0,-14.0,0.0,35.0,23.0,-20.0,1.0,3.0,9.0,4.0,-8.0,-51.0,-11.0,0
1780,1.0,3.0,0.0,-3.0,-6.0,-3.0,-2.0,-9.0,-1.0,3.0,-4.0,3.0,23.0,-2.0,8.0,20.0,1.0,4.0,6.0,-5.0,-2.0,4.0,5.0,-11.0,-1.0,-5.0,-4.0,-2.0,-4.0,5.0,1.0,7.0,1.0,3.0,3.0,-5.0,4.0,-1.0,2.0,-7.0,-2.0,-4.0,-1.0,7.0,-14.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,-7.0,-1.0,-2.0,-14.0,-10.0,2.0,6.0,-1.0,0.0,-6.0,-1.0,23.0,25.0,0
364,-17.0,2.0,0.0,7.0,-40.0,-33.0,-116.0,-20.0,-21.0,-12.0,-4.0,4.0,-6.0,-36.0,-114.0,-24.0,-75.0,-13.0,-2.0,9.0,-12.0,-27.0,-54.0,-6.0,76.0,-4.0,-8.0,-19.0,8.0,-43.0,-83.0,-46.0,-8.0,1.0,7.0,6.0,19.0,51.0,111.0,27.0,13.0,0.0,1.0,-6.0,1.0,34.0,37.0,42.0,9.0,15.0,2.0,-4.0,-7.0,10.0,-89.0,-2.0,-38.0,-12.0,-8.0,5.0,0.0,-1.0,-71.0,-26.0,0
509,-32.0,1.0,-12.0,-16.0,-13.0,-16.0,-61.0,3.0,20.0,-6.0,2.0,16.0,-5.0,-17.0,-46.0,-84.0,60.0,12.0,-4.0,-21.0,21.0,30.0,92.0,101.0,0.0,3.0,10.0,16.0,23.0,64.0,-75.0,9.0,8.0,-6.0,-2.0,-2.0,-6.0,-31.0,-73.0,-4.0,-19.0,0.0,5.0,11.0,-7.0,13.0,-64.0,-8.0,-20.0,-6.0,-4.0,1.0,-2.0,-44.0,-83.0,-32.0,-6.0,-2.0,-5.0,-17.0,-6.0,-20.0,-5.0,-33.0,0
796,-42.0,-5.0,-13.0,6.0,9.0,-20.0,-90.0,-32.0,35.0,-3.0,23.0,31.0,30.0,76.0,115.0,54.0,1.0,26.0,-4.0,-4.0,-38.0,-29.0,7.0,3.0,9.0,-24.0,-8.0,7.0,26.0,5.0,30.0,-25.0,-31.0,-21.0,-1.0,-30.0,-1.0,35.0,-31.0,-13.0,8.0,24.0,1.0,15.0,-11.0,-24.0,-16.0,36.0,-21.0,-7.0,-1.0,23.0,-5.0,-20.0,-9.0,-12.0,-40.0,-5.0,-1.0,-44.0,-7.0,25.0,-33.0,27.0,0
391,0.0,1.0,-2.0,-6.0,-6.0,-5.0,57.0,1.0,-4.0,0.0,-1.0,4.0,6.0,7.0,17.0,11.0,-17.0,2.0,1.0,6.0,3.0,7.0,-30.0,9.0,-11.0,-1.0,1.0,16.0,-8.0,-31.0,6.0,22.0,-35.0,-3.0,4.0,-10.0,3.0,-6.0,-86.0,-102.0,38.0,4.0,-4.0,-9.0,18.0,50.0,111.0,84.0,16.0,5.0,6.0,0.0,10.0,34.0,-32.0,16.0,-2.0,3.0,-2.0,2.0,-2.0,-32.0,-20.0,-4.0,0
2411,-24.0,29.0,8.0,-9.0,3.0,8.0,18.0,2.0,7.0,13.0,-1.0,1.0,-7.0,-6.0,67.0,18.0,31.0,1.0,-2.0,0.0,-4.0,20.0,-2.0,15.0,-12.0,-6.0,-2.0,1.0,5.0,-31.0,-12.0,-32.0,-14.0,14.0,-5.0,2.0,-12.0,43.0,-38.0,13.0,16.0,22.0,20.0,1.0,15.0,4.0,-12.0,-40.0,-20.0,-36.0,-12.0,13.0,0.0,21.0,16.0,34.0,-2.0,-15.0,0.0,-17.0,0.0,-30.0,-33.0,-30.0,0
2379,-19.0,-3.0,4.0,8.0,6.0,-3.0,-12.0,-3.0,5.0,18.0,-1.0,2.0,0.0,9.0,-62.0,5.0,4.0,13.0,5.0,-11.0,-5.0,-3.0,69.0,-7.0,-27.0,10.0,-6.0,-3.0,3.0,-12.0,15.0,7.0,-27.0,-12.0,5.0,14.0,17.0,13.0,19.0,-6.0,45.0,-7.0,2.0,-17.0,-3.0,8.0,-7.0,-11.0,8.0,23.0,2.0,11.0,-11.0,10.0,-25.0,11.0,1.0,-71.0,-25.0,-13.0,8.0,6.0,-12.0,-1.0,0
1760,6.0,-10.0,-4.0,2.0,-8.0,0.0,-20.0,8.0,-26.0,-7.0,3.0,18.0,0.0,-5.0,3.0,-7.0,0.0,0.0,0.0,-7.0,-9.0,-5.0,-10.0,0.0,10.0,4.0,-3.0,2.0,-3.0,-6.0,7.0,-11.0,-1.0,-5.0,-3.0,-15.0,24.0,13.0,0.0,-10.0,4.0,9.0,7.0,6.0,-2.0,5.0,8.0,1.0,-19.0,-1.0,5.0,18.0,15.0,-7.0,-11.0,6.0,-4.0,2.0,-4.0,-15.0,-6.0,-1.0,-17.0,-14.0,0
1989,-39.0,-12.0,7.0,-13.0,4.0,-18.0,-46.0,-29.0,74.0,38.0,-3.0,-10.0,-11.0,0.0,37.0,11.0,-25.0,-24.0,-4.0,-14.0,2.0,-25.0,-12.0,1.0,-1.0,-33.0,3.0,17.0,-8.0,25.0,37.0,11.0,-5.0,-16.0,2.0,3.0,11.0,-7.0,-47.0,-18.0,-10.0,-3.0,3.0,3.0,2.0,-13.0,-40.0,-35.0,25.0,-36.0,-12.0,-5.0,9.0,14.0,24.0,2.0,9.0,33.0,3.0,14.0,-1.0,0.0,-57.0,5.0,0
1785,1.0,0.0,-1.0,-13.0,-1.0,-4.0,1.0,13.0,-3.0,-3.0,2.0,6.0,11.0,-11.0,-10.0,-28.0,-6.0,-2.0,-5.0,-3.0,-10.0,2.0,-27.0,0.0,4.0,0.0,-1.0,-4.0,2.0,3.0,15.0,-4.0,-6.0,-5.0,-4.0,1.0,-4.0,-1.0,-4.0,5.0,-1.0,0.0,-2.0,-5.0,-8.0,6.0,20.0,-9.0,3.0,3.0,5.0,2.0,-10.0,0.0,10.0,0.0,-3.0,-3.0,0.0,-4.0,18.0,-2.0,-23.0,-6.0,0
2153,0.0,4.0,4.0,-2.0,2.0,-12.0,-10.0,-1.0,-3.0,-8.0,-10.0,4.0,0.0,-4.0,-28.0,-9.0,-15.0,-16.0,-3.0,2.0,-6.0,10.0,28.0,5.0,31.0,22.0,3.0,-3.0,4.0,-13.0,-37.0,-10.0,-6.0,8.0,14.0,4.0,-2.0,15.0,42.0,-4.0,0.0,-5.0,-2.0,-2.0,16.0,-14.0,11.0,-4.0,-6.0,-3.0,-5.0,0.0,-10.0,28.0,1.0,6.0,-8.0,8.0,7.0,-2.0,-1.0,-8.0,-17.0,4.0,0
2692,-4.0,-5.0,-6.0,-14.0,-8.0,-22.0,-58.0,-17.0,-30.0,2.0,0.0,-1.0,-10.0,-6.0,-3.0,-2.0,22.0,4.0,3.0,13.0,13.0,2.0,27.0,3.0,5.0,5.0,-2.0,-1.0,6.0,-7.0,-27.0,1.0,4.0,1.0,0.0,3.0,-6.0,-2.0,20.0,0.0,-5.0,-2.0,-2.0,-5.0,1.0,11.0,-10.0,14.0,2.0,0.0,-1.0,-2.0,6.0,-3.0,33.0,9.0,-14.0,-5.0,-4.0,-4.0,-8.0,-1.0,-27.0,-9.0,0
1283,5.0,2.0,0.0,-5.0,9.0,3.0,84.0,-14.0,-5.0,3.0,-1.0,12.0,1.0,14.0,-2.0,5.0,23.0,3.0,4.0,-1.0,-8.0,-4.0,-9.0,-1.0,-54.0,8.0,0.0,0.0,0.0,0.0,-1.0,-4.0,50.0,-26.0,-10.0,-1.0,11.0,10.0,-51.0,-15.0,-12.0,-6.0,1.0,-2.0,-7.0,-20.0,-33.0,3.0,4.0,11.0,-4.0,-5.0,-8.0,-13.0,52.0,16.0,-13.0,-11.0,-2.0,0.0,10.0,11.0,39.0,2.0,0
760,-35.0,-5.0,-1.0,-1.0,3.0,-12.0,-16.0,-13.0,14.0,-6.0,-6.0,9.0,5.0,-7.0,17.0,0.0,0.0,-5.0,12.0,9.0,-2.0,4.0,-31.0,-3.0,-13.0,32.0,-18.0,-11.0,16.0,-12.0,16.0,2.0,-9.0,-46.0,-6.0,-26.0,-4.0,-5.0,-10.0,-3.0,-36.0,24.0,1.0,7.0,-21.0,-19.0,-96.0,-72.0,55.0,-29.0,1.0,-5.0,31.0,70.0,69.0,92.0,0.0,11.0,2.0,10.0,-1.0,12.0,19.0,46.0,0
791,-18.0,-1.0,12.0,4.0,7.0,33.0,-35.0,16.0,11.0,-3.0,1.0,0.0,2.0,-10.0,-26.0,-34.0,-12.0,6.0,-5.0,-2.0,-13.0,-33.0,61.0,36.0,-9.0,-20.0,9.0,28.0,11.0,50.0,10.0,-11.0,10.0,-15.0,-16.0,-29.0,4.0,-29.0,-56.0,-9.0,12.0,25.0,3.0,0.0,-6.0,39.0,42.0,9.0,-33.0,-31.0,-1.0,2.0,7.0,-2.0,-27.0,-8.0,-1.0,11.0,-4.0,0.0,-14.0,-9.0,-46.0,4.0,0
100,-20.0,-3.0,2.0,3.0,-10.0,-10.0,-50.0,-29.0,18.0,-3.0,-5.0,-10.0,-4.0,-3.0,9.0,10.0,3.0,2.0,0.0,0.0,8.0,1.0,2.0,-11.0,7.0,3.0,4.0,8.0,-1.0,12.0,-18.0,5.0,-34.0,-2.0,2.0,1.0,-26.0,-6.0,-1.0,-2.0,34.0,-3.0,-4.0,-5.0,36.0,-3.0,2.0,-15.0,-44.0,-3.0,-3.0,0.0,-3.0,21.0,76.0,18.0,51.0,4.0,1.0,2.0,-5.0,5.0,-14.0,7.0,0
2014,40.0,9.0,0.0,-12.0,13.0,25.0,-7.0,-10.0,-21.0,25.0,10.0,17.0,2.0,54.0,24.0,-6.0,42.0,-5.0,-1.0,-4.0,-13.0,-9.0,3.0,40.0,-30.0,5.0,-7.0,1.0,22.0,16.0,54.0,-27.0,23.0,-25.0,4.0,7.0,0.0,1.0,6.0,-4.0,-1.0,8.0,-1.0,22.0,7.0,-22.0,-22.0,-15.0,-40.0,-45.0,6.0,12.0,12.0,1.0,-29.0,8.0,13.0,61.0,-10.0,-62.0,-29.0,-3.0,14.0,3.0,0
2829,-3.0,-1.0,2.0,7.0,10.0,-2.0,23.0,-19.0,-6.0,-3.0,-3.0,-7.0,-11.0,-17.0,-54.0,-16.0,10.0,2.0,-1.0,2.0,-2.0,44.0,86.0,39.0,-8.0,-1.0,-2.0,-8.0,13.0,5.0,-6.0,-19.0,3.0,-1.0,-4.0,-6.0,-11.0,-10.0,-42.0,29.0,-2.0,0.0,5.0,5.0,-7.0,-5.0,-8.0,-11.0,-6.0,0.0,3.0,1.0,16.0,-20.0,-3.0,-9.0,2.0,-5.0,-6.0,-3.0,-20.0,-2.0,-23.0,-1.0,0
1654,1.0,-3.0,-2.0,-6.0,1.0,0.0,10.0,-6.0,4.0,0.0,-5.0,-6.0,-23.0,2.0,27.0,0.0,-6.0,-2.0,0.0,10.0,10.0,1.0,7.0,-7.0,-9.0,1.0,0.0,-8.0,12.0,10.0,-4.0,-5.0,7.0,0.0,2.0,11.0,6.0,-4.0,-16.0,9.0,0.0,-5.0,-4.0,8.0,-12.0,3.0,-5.0,-8.0,-27.0,-1.0,-2.0,-12.0,-13.0,-4.0,-9.0,-7.0,5.0,0.0,-3.0,-8.0,-11.0,-2.0,19.0,4.0,0
1732,24.0,-2.0,-7.0,-18.0,-8.0,7.0,9.0,-3.0,-20.0,7.0,-2.0,-11.0,16.0,-4.0,-15.0,-10.0,-50.0,-3.0,1.0,6.0,-17.0,7.0,43.0,12.0,51.0,-13.0,-6.0,4.0,5.0,0.0,-31.0,-4.0,-29.0,5.0,5.0,20.0,0.0,-14.0,-61.0,-38.0,13.0,-1.0,-4.0,-9.0,-3.0,13.0,61.0,35.0,14.0,-11.0,-7.0,-9.0,12.0,-3.0,31.0,-3.0,-35.0,26.0,8.0,-11.0,24.0,-1.0,-9.0,-13.0,0
315,-72.0,-8.0,-2.0,-19.0,-20.0,-11.0,-57.0,-67.0,64.0,9.0,-6.0,-14.0,32.0,42.0,83.0,57.0,-27.0,-1.0,2.0,4.0,-8.0,-5.0,-48.0,7.0,32.0,3.0,4.0,27.0,-2.0,5.0,108.0,23.0,-54.0,-6.0,-4.0,-23.0,13.0,7.0,-24.0,-10.0,22.0,-3.0,-7.0,-1.0,-22.0,-7.0,-66.0,-31.0,15.0,7.0,7.0,5.0,3.0,2.0,38.0,24.0,-11.0,-4.0,-6.0,-6.0,-1.0,3.0,-24.0,-32.0,0
1081,-3.0,-4.0,1.0,2.0,-19.0,-14.0,-105.0,11.0,-50.0,9.0,4.0,-2.0,-19.0,-20.0,-82.0,-34.0,10.0,-10.0,-9.0,0.0,9.0,-10.0,115.0,82.0,11.0,-5.0,2.0,-2.0,4.0,-17.0,-28.0,-29.0,0.0,13.0,2.0,-3.0,-9.0,-17.0,-91.0,15.0,-39.0,-18.0,0.0,10.0,-38.0,-14.0,-54.0,-52.0,5.0,-14.0,-8.0,-17.0,30.0,8.0,8.0,-51.0,86.0,6.0,5.0,4.0,31.0,77.0,104.0,106.0,0
106,-23.0,-1.0,-2.0,-2.0,14.0,23.0,63.0,10.0,71.0,2.0,0.0,-2.0,-2.0,2.0,-14.0,-2.0,-36.0,-3.0,-2.0,-1.0,-10.0,-6.0,-40.0,-6.0,-4.0,-5.0,-2.0,0.0,-2.0,-4.0,-15.0,13.0,-4.0,-2.0,-3.0,1.0,16.0,-4.0,-21.0,-16.0,-9.0,-1.0,-1.0,-2.0,-13.0,-6.0,24.0,2.0,5.0,0.0,-1.0,-7.0,-7.0,8.0,-13.0,1.0,3.0,0.0,0.0,-4.0,7.0,-2.0,-44.0,-11.0,0
1127,-14.0,15.0,-3.0,-13.0,-8.0,19.0,-95.0,-7.0,7.0,-15.0,-1.0,34.0,0.0,-14.0,-5.0,13.0,8.0,3.0,-5.0,-9.0,1.0,2.0,18.0,-6.0,-27.0,-16.0,-8.0,4.0,-10.0,-4.0,-17.0,3.0,29.0,-1.0,5.0,-4.0,10.0,4.0,-18.0,-17.0,-7.0,-12.0,1.0,-2.0,0.0,3.0,-11.0,-1.0,-20.0,-7.0,-14.0,-2.0,-2.0,-5.0,-50.0,-52.0,-3.0,23.0,4.0,-6.0,-12.0,-41.0,64.0,62.0,0
1517,-1.0,0.0,-5.0,-23.0,-11.0,2.0,27.0,-13.0,-21.0,0.0,-1.0,4.0,22.0,31.0,22.0,13.0,1.0,-3.0,-1.0,0.0,-23.0,-23.0,-101.0,-44.0,-25.0,1.0,2.0,6.0,-5.0,16.0,79.0,37.0,27.0,1.0,1.0,9.0,19.0,21.0,22.0,48.0,-10.0,-6.0,-11.0,-23.0,5.0,-31.0,-101.0,-38.0,-8.0,-4.0,-6.0,-1.0,-13.0,-16.0,34.0,22.0,-10.0,3.0,3.0,-2.0,3.0,-1.0,-33.0,-45.0,0
