,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
727,15.0,15.0,5.0,-5.0,-14.0,-20.0,-2.0,-32.0,-4.0,13.0,-5.0,2.0,5.0,18.0,-3.0,11.0,-45.0,2.0,9.0,3.0,-6.0,14.0,13.0,-5.0,3.0,-11.0,-6.0,4.0,7.0,2.0,-19.0,-15.0,0.0,17.0,5.0,-2.0,3.0,11.0,7.0,19.0,29.0,35.0,6.0,-5.0,-5.0,-41.0,-2.0,5.0,7.0,-11.0,-3.0,7.0,-2.0,5.0,5.0,4.0,-8.0,10.0,-3.0,-6.0,3.0,-8.0,-3.0,-8.0,2
1833,3.0,2.0,-3.0,-3.0,-9.0,-5.0,0.0,0.0,5.0,2.0,-2.0,0.0,3.0,-50.0,-10.0,-5.0,-11.0,-6.0,-4.0,0.0,-7.0,5.0,0.0,-9.0,-3.0,-5.0,-5.0,-5.0,2.0,-23.0,1.0,-17.0,12.0,6.0,4.0,4.0,-9.0,-13.0,1.0,15.0,-4.0,1.0,1.0,0.0,-9.0,9.0,-4.0,-6.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,3.0,5.0,-4.0,-13.0,3.0,0.0,21.0,-9.0,-5.0,-13.0,2
755,12.0,12.0,0.0,3.0,2.0,-26.0,-9.0,-16.0,7.0,4.0,-1.0,4.0,9.0,14.0,-20.0,-12.0,-18.0,-16.0,3.0,-20.0,-18.0,-19.0,8.0,-7.0,-9.0,-9.0,4.0,13.0,26.0,-9.0,0.0,3.0,15.0,0.0,-3.0,-9.0,-18.0,-15.0,-9.0,-2.0,-2.0,-2.0,-5.0,6.0,3.0,-8.0,-1.0,10.0,-3.0,19.0,-2.0,3.0,8.0,54.0,6.0,-4.0,-32.0,36.0,1.0,-4.0,-34.0,-22.0,-5.0,-41.0,2
84,8.0,-10.0,-2.0,-4.0,-1.0,-29.0,-18.0,-24.0,-2.0,16.0,-1.0,1.0,3.0,15.0,5.0,3.0,-15.0,-4.0,-1.0,2.0,4.0,12.0,-2.0,-14.0,-15.0,-9.0,-4.0,-3.0,-15.0,16.0,22.0,-8.0,-9.0,-13.0,2.0,2.0,5.0,-2.0,-4.0,9.0,-1.0,-10.0,-3.0,2.0,17.0,-6.0,0.0,-4.0,6.0,14.0,-6.0,-14.0,-3.0,18.0,-7.0,-16.0,9.0,-2.0,-11.0,-4.0,-55.0,-96.0,-24.0,14.0,2
967,-5.0,-1.0,3.0,5.0,6.0,-17.0,0.0,-1.0,1.0,0.0,-3.0,-8.0,10.0,28.0,9.0,-15.0,7.0,-3.0,-3.0,-2.0,-3.0,-22.0,-14.0,8.0,-3.0,-3.0,-5.0,-6.0,-22.0,-35.0,1.0,-12.0,13.0,-6.0,9.0,16.0,27.0,27.0,3.0,2.0,2.0,17.0,-10.0,-12.0,-29.0,-28.0,-11.0,14.0,48.0,0.0,5.0,10.0,26.0,46.0,9.0,-8.0,-63.0,-42.0,1.0,-1.0,8.0,9.0,7.0,8.0,2
485,9.0,9.0,7.0,3.0,-17.0,29.0,4.0,-3.0,-9.0,10.0,6.0,2.0,31.0,-33.0,-8.0,-8.0,19.0,4.0,-4.0,-8.0,19.0,5.0,5.0,19.0,18.0,36.0,-10.0,-9.0,-17.0,-11.0,-2.0,8.0,-24.0,-35.0,11.0,-4.0,2.0,30.0,8.0,-8.0,33.0,-4.0,6.0,3.0,-19.0,-49.0,-10.0,27.0,1.0,-17.0,4.0,2.0,15.0,46.0,0.0,-24.0,-17.0,-6.0,3.0,5.0,5.0,-9.0,-4.0,6.0,2
2263,-6.0,-4.0,-2.0,-8.0,14.0,19.0,2.0,-5.0,5.0,10.0,2.0,-4.0,-25.0,-48.0,-8.0,9.0,1.0,12.0,3.0,4.0,13.0,53.0,2.0,-7.0,-13.0,-21.0,-6.0,-1.0,-22.0,-11.0,1.0,-8.0,-9.0,-3.0,-9.0,-5.0,21.0,16.0,0.0,-4.0,-12.0,-3.0,10.0,1.0,-5.0,6.0,1.0,-19.0,48.0,16.0,-3.0,1.0,17.0,-18.0,0.0,36.0,-61.0,-12.0,0.0,-2.0,1.0,2.0,0.0,-1.0,2
594,-5.0,11.0,9.0,0.0,5.0,33.0,1.0,15.0,-33.0,-43.0,-20.0,-9.0,-16.0,-10.0,-9.0,-27.0,9.0,34.0,2.0,-1.0,5.0,18.0,2.0,33.0,-20.0,-115.0,-8.0,-3.0,9.0,-13.0,-4.0,-18.0,-1.0,-83.0,4.0,-6.0,6.0,51.0,2.0,-22.0,-21.0,-104.0,-10.0,7.0,34.0,2.0,-1.0,14.0,25.0,-49.0,5.0,3.0,-28.0,-12.0,6.0,23.0,15.0,0.0,-4.0,-4.0,-7.0,-20.0,-2.0,-14.0,2
620,-24.0,0.0,-4.0,5.0,-1.0,6.0,-8.0,-23.0,-3.0,22.0,8.0,1.0,-13.0,-26.0,5.0,0.0,-24.0,-29.0,-9.0,-1.0,4.0,-13.0,-5.0,-11.0,8.0,12.0,4.0,3.0,-3.0,19.0,7.0,-5.0,2.0,3.0,2.0,-5.0,-5.0,-20.0,-14.0,10.0,0.0,10.0,4.0,-1.0,-1.0,30.0,4.0,-9.0,25.0,26.0,-3.0,-7.0,3.0,-1.0,4.0,0.0,-23.0,-18.0,-8.0,-4.0,13.0,-21.0,-1.0,-12.0,2
697,-18.0,4.0,2.0,3.0,6.0,4.0,0.0,-6.0,-1.0,-9.0,2.0,1.0,-5.0,3.0,1.0,9.0,-1.0,-6.0,-2.0,-4.0,-4.0,9.0,8.0,-7.0,-13.0,8.0,2.0,1.0,3.0,-3.0,-13.0,-4.0,5.0,1.0,-2.0,-6.0,5.0,-13.0,-3.0,4.0,6.0,-4.0,2.0,4.0,-8.0,-32.0,-1.0,10.0,-7.0,-7.0,3.0,1.0,-23.0,19.0,-3.0,-24.0,2.0,14.0,-2.0,3.0,18.0,40.0,13.0,25.0,2
790,3.0,2.0,-1.0,-4.0,-23.0,-29.0,1.0,-18.0,4.0,22.0,-6.0,1.0,0.0,-3.0,5.0,8.0,-4.0,-4.0,0.0,4.0,7.0,26.0,-10.0,-10.0,0.0,14.0,2.0,0.0,6.0,-13.0,0.0,-4.0,-3.0,-20.0,3.0,-10.0,-10.0,-3.0,13.0,10.0,48.0,28.0,5.0,5.0,-1.0,19.0,-14.0,5.0,-18.0,7.0,5.0,-2.0,3.0,-20.0,-2.0,6.0,15.0,-6.0,-11.0,1.0,23.0,33.0,0.0,-4.0,2
1189,15.0,-28.0,-7.0,-2.0,54.0,0.0,3.0,26.0,-21.0,-2.0,0.0,1.0,-30.0,9.0,4.0,26.0,-5.0,2.0,-1.0,0.0,-1.0,-4.0,-15.0,-26.0,25.0,17.0,5.0,2.0,-3.0,-37.0,-3.0,28.0,2.0,15.0,0.0,0.0,-2.0,23.0,-5.0,-12.0,-7.0,5.0,-1.0,-3.0,0.0,-12.0,-11.0,5.0,4.0,0.0,-4.0,-3.0,14.0,10.0,11.0,0.0,-5.0,3.0,1.0,-4.0,-35.0,-49.0,-11.0,2.0,2
568,1.0,32.0,5.0,-1.0,-9.0,-3.0,0.0,-5.0,-13.0,-4.0,-1.0,0.0,-9.0,-29.0,-9.0,-1.0,16.0,-1.0,14.0,-2.0,3.0,26.0,3.0,2.0,-13.0,14.0,2.0,-2.0,-2.0,-23.0,-8.0,8.0,-10.0,-17.0,-7.0,-4.0,1.0,-25.0,-6.0,4.0,-18.0,-11.0,1.0,3.0,9.0,-35.0,-1.0,1.0,7.0,12.0,-4.0,2.0,-7.0,29.0,7.0,-4.0,2.0,6.0,-2.0,1.0,11.0,32.0,-6.0,-3.0,2
1513,-59.0,-11.0,-8.0,4.0,14.0,25.0,0.0,6.0,-5.0,63.0,3.0,-11.0,9.0,-25.0,-1.0,-9.0,18.0,-70.0,-3.0,3.0,-10.0,-16.0,-1.0,6.0,-16.0,-38.0,2.0,-2.0,25.0,25.0,-4.0,-14.0,8.0,-25.0,-2.0,-6.0,-4.0,8.0,3.0,9.0,-7.0,9.0,-1.0,6.0,10.0,21.0,6.0,2.0,6.0,52.0,4.0,0.0,-31.0,8.0,8.0,3.0,15.0,7.0,-1.0,2.0,-13.0,-23.0,-14.0,-12.0,2
1506,-36.0,7.0,-4.0,6.0,38.0,33.0,3.0,16.0,2.0,24.0,7.0,-3.0,-31.0,-24.0,-4.0,-6.0,1.0,2.0,-1.0,1.0,-6.0,-19.0,0.0,2.0,-5.0,-29.0,0.0,-7.0,8.0,1.0,-3.0,-21.0,-7.0,-10.0,-4.0,3.0,5.0,-15.0,-8.0,1.0,33.0,25.0,8.0,-6.0,-17.0,-20.0,-3.0,-2.0,-29.0,20.0,2.0,4.0,0.0,20.0,0.0,-1.0,-6.0,-30.0,-9.0,-6.0,0.0,4.0,10.0,1.0,2
1976,14.0,-6.0,7.0,0.0,-2.0,-16.0,5.0,3.0,-35.0,-47.0,-8.0,1.0,-11.0,-17.0,-13.0,-4.0,1.0,11.0,3.0,4.0,4.0,-2.0,-5.0,5.0,-1.0,-9.0,-3.0,-9.0,5.0,-8.0,4.0,-1.0,-5.0,13.0,2.0,3.0,2.0,5.0,5.0,-28.0,25.0,25.0,-3.0,-1.0,-17.0,4.0,4.0,28.0,-11.0,-6.0,5.0,5.0,16.0,14.0,-1.0,-4.0,2.0,-8.0,-10.0,-4.0,-3.0,9.0,-3.0,-5.0,2
225,9.0,-5.0,-4.0,-4.0,-15.0,-15.0,-6.0,-6.0,-16.0,-1.0,0.0,6.0,-4.0,-15.0,-6.0,-1.0,3.0,-1.0,-1.0,3.0,19.0,41.0,-1.0,-10.0,-6.0,17.0,3.0,2.0,-7.0,-20.0,3.0,6.0,5.0,-19.0,-5.0,2.0,8.0,29.0,3.0,-2.0,1.0,-7.0,11.0,-7.0,0.0,-17.0,-1.0,8.0,-7.0,-5.0,-4.0,-7.0,-12.0,-16.0,-7.0,-12.0,3.0,5.0,0.0,6.0,5.0,-11.0,1.0,-2.0,2
163,-4.0,-9.0,3.0,3.0,3.0,33.0,3.0,-14.0,-7.0,-23.0,-13.0,-5.0,-11.0,-26.0,2.0,33.0,-4.0,4.0,7.0,2.0,24.0,25.0,6.0,-8.0,-5.0,-2.0,0.0,5.0,9.0,22.0,2.0,5.0,17.0,-6.0,-4.0,-5.0,2.0,3.0,-2.0,0.0,5.0,12.0,5.0,-3.0,-28.0,-19.0,-4.0,-14.0,0.0,16.0,-11.0,3.0,26.0,11.0,-1.0,-3.0,-3.0,-18.0,0.0,-5.0,-24.0,-16.0,-4.0,-9.0,2
665,-6.0,-4.0,2.0,-1.0,6.0,18.0,4.0,8.0,-1.0,-3.0,-1.0,-2.0,2.0,18.0,4.0,8.0,1.0,7.0,6.0,10.0,-14.0,-24.0,-2.0,-4.0,-7.0,-13.0,-2.0,-1.0,8.0,16.0,-14.0,-24.0,-13.0,-5.0,-2.0,-4.0,-22.0,-63.0,-1.0,-18.0,5.0,11.0,2.0,-2.0,11.0,37.0,9.0,8.0,-4.0,-9.0,-6.0,-7.0,3.0,9.0,1.0,2.0,-1.0,-3.0,-7.0,-4.0,-21.0,2.0,3.0,0.0,2
2142,14.0,35.0,4.0,-14.0,-15.0,-15.0,1.0,10.0,-6.0,11.0,-31.0,-21.0,14.0,41.0,3.0,-19.0,-62.0,-64.0,19.0,0.0,-13.0,-7.0,-12.0,12.0,14.0,1.0,23.0,23.0,8.0,-21.0,30.0,-12.0,4.0,31.0,0.0,0.0,-19.0,-35.0,5.0,19.0,-24.0,-19.0,-5.0,1.0,2.0,-8.0,-9.0,-4.0,37.0,49.0,-4.0,8.0,22.0,-40.0,-8.0,9.0,6.0,-3.0,-3.0,-14.0,-49.0,-1.0,1.0,7.0,2
894,18.0,-3.0,-4.0,-5.0,-16.0,16.0,-3.0,-20.0,-14.0,4.0,1.0,-2.0,-1.0,-13.0,9.0,28.0,2.0,6.0,4.0,3.0,-8.0,-10.0,-4.0,2.0,10.0,-13.0,-10.0,-4.0,-13.0,-30.0,-6.0,-7.0,-69.0,8.0,-13.0,-4.0,0.0,-4.0,1.0,-18.0,-1.0,-8.0,8.0,-4.0,28.0,9.0,11.0,24.0,33.0,6.0,6.0,9.0,31.0,48.0,3.0,-13.0,-35.0,-23.0,-2.0,-2.0,-44.0,-31.0,3.0,-4.0,2
997,12.0,-2.0,6.0,6.0,33.0,63.0,5.0,1.0,3.0,5.0,2.0,-1.0,-54.0,-41.0,4.0,-3.0,12.0,-4.0,10.0,10.0,17.0,-25.0,12.0,7.0,-54.0,-16.0,10.0,5.0,3.0,-22.0,-11.0,2.0,2.0,20.0,-4.0,-8.0,-2.0,28.0,-17.0,11.0,18.0,-5.0,-10.0,-8.0,-18.0,0.0,11.0,10.0,1.0,26.0,-6.0,-1.0,4.0,21.0,0.0,-32.0,49.0,-19.0,-3.0,5.0,25.0,12.0,0.0,13.0,2
181,8.0,10.0,-7.0,6.0,11.0,18.0,-2.0,2.0,2.0,-9.0,9.0,-3.0,-15.0,4.0,-1.0,0.0,3.0,18.0,-5.0,-4.0,-2.0,-1.0,-3.0,-12.0,-7.0,-33.0,-1.0,0.0,4.0,4.0,-2.0,2.0,-3.0,13.0,-11.0,-6.0,-6.0,-32.0,-11.0,-26.0,5.0,-31.0,7.0,13.0,-1.0,6.0,10.0,36.0,0.0,10.0,5.0,1.0,-8.0,-23.0,-5.0,6.0,-13.0,-17.0,-8.0,-4.0,-1.0,6.0,-1.0,-6.0,2
811,32.0,-8.0,10.0,13.0,11.0,-23.0,37.0,28.0,0.0,-6.0,-1.0,8.0,25.0,14.0,1.0,-16.0,-5.0,2.0,-3.0,2.0,-1.0,-9.0,-3.0,0.0,8.0,1.0,-3.0,-8.0,-8.0,-1.0,-8.0,12.0,-13.0,-6.0,-2.0,-8.0,11.0,-17.0,-12.0,-4.0,-13.0,38.0,0.0,-6.0,1.0,53.0,-2.0,-14.0,-19.0,-48.0,1.0,6.0,5.0,59.0,23.0,-4.0,-7.0,-1.0,2.0,1.0,20.0,14.0,4.0,1.0,2
2757,-4.0,-1.0,2.0,-1.0,34.0,6.0,-1.0,8.0,1.0,11.0,7.0,6.0,0.0,-2.0,-2.0,0.0,-12.0,-2.0,-4.0,-1.0,-9.0,-37.0,-7.0,-6.0,2.0,-12.0,-11.0,-1.0,-9.0,14.0,5.0,3.0,-13.0,-4.0,2.0,-10.0,8.0,-23.0,-3.0,-20.0,-6.0,18.0,2.0,-2.0,-17.0,19.0,-2.0,-19.0,2.0,-34.0,-4.0,-3.0,11.0,5.0,-3.0,2.0,-1.0,19.0,0.0,4.0,-11.0,1.0,1.0,-2.0,2
493,-29.0,-1.0,-19.0,-3.0,6.0,-1.0,3.0,-3.0,-4.0,18.0,18.0,8.0,-2.0,5.0,-1.0,-5.0,1.0,-14.0,0.0,2.0,7.0,2.0,10.0,14.0,-27.0,3.0,1.0,-6.0,-16.0,17.0,-3.0,-7.0,40.0,8.0,-4.0,-3.0,0.0,1.0,-5.0,6.0,-8.0,21.0,-10.0,-6.0,-26.0,-29.0,-5.0,5.0,40.0,19.0,9.0,6.0,4.0,-6.0,2.0,6.0,-20.0,-28.0,-7.0,-4.0,4.0,-31.0,-6.0,-1.0,2
1019,-25.0,13.0,-3.0,-4.0,23.0,38.0,12.0,7.0,11.0,0.0,3.0,-11.0,-19.0,-36.0,-20.0,-12.0,8.0,5.0,-3.0,15.0,25.0,52.0,34.0,-12.0,10.0,6.0,1.0,7.0,9.0,19.0,11.0,16.0,2.0,-9.0,0.0,-1.0,8.0,-1.0,6.0,-2.0,-14.0,-19.0,-5.0,4.0,20.0,10.0,0.0,9.0,-2.0,-2.0,-19.0,-15.0,-10.0,-56.0,-23.0,-6.0,1.0,-9.0,3.0,-3.0,16.0,-38.0,1.0,-3.0,2
2387,-5.0,-2.0,-3.0,0.0,-9.0,22.0,4.0,7.0,7.0,-32.0,-3.0,-3.0,-4.0,0.0,-3.0,-6.0,7.0,-9.0,-5.0,-2.0,1.0,22.0,1.0,9.0,2.0,19.0,0.0,5.0,-19.0,-46.0,3.0,-3.0,-9.0,-4.0,-6.0,8.0,31.0,-14.0,-5.0,-24.0,53.0,28.0,2.0,-4.0,6.0,37.0,5.0,20.0,-61.0,-15.0,-3.0,-16.0,12.0,-9.0,0.0,-8.0,2.0,-17.0,-12.0,7.0,-28.0,20.0,2.0,8.0,2
1422,-4.0,-4.0,4.0,5.0,4.0,0.0,-4.0,3.0,-1.0,15.0,-6.0,-4.0,-36.0,-14.0,-8.0,3.0,0.0,-5.0,1.0,6.0,38.0,28.0,16.0,5.0,-12.0,-18.0,-5.0,-3.0,-16.0,-5.0,-8.0,-12.0,-4.0,1.0,0.0,1.0,5.0,-4.0,0.0,-2.0,1.0,-7.0,-8.0,-8.0,-3.0,-6.0,-6.0,-6.0,-6.0,6.0,10.0,1.0,11.0,18.0,26.0,8.0,-7.0,11.0,-2.0,0.0,-31.0,5.0,-5.0,-12.0,2
2020,-4.0,-11.0,-7.0,-7.0,-17.0,-20.0,14.0,6.0,27.0,14.0,-1.0,-2.0,-31.0,-31.0,6.0,-23.0,-30.0,2.0,-3.0,8.0,5.0,-11.0,-1.0,16.0,-11.0,-35.0,2.0,-4.0,14.0,-3.0,5.0,-4.0,4.0,15.0,6.0,-1.0,-13.0,27.0,-5.0,-9.0,7.0,-9.0,-1.0,-1.0,29.0,-6.0,-6.0,17.0,-4.0,12.0,3.0,1.0,2.0,7.0,-1.0,-9.0,5.0,25.0,0.0,3.0,-8.0,-38.0,-9.0,3.0,2
100,-5.0,-11.0,-8.0,4.0,16.0,23.0,-6.0,-8.0,-5.0,-8.0,3.0,-3.0,-13.0,-9.0,-2.0,-30.0,6.0,0.0,-2.0,1.0,23.0,-9.0,-2.0,2.0,32.0,-7.0,-1.0,-4.0,-5.0,26.0,9.0,39.0,-3.0,13.0,6.0,3.0,-21.0,7.0,1.0,-13.0,3.0,-13.0,-5.0,-6.0,-15.0,-34.0,-7.0,3.0,2.0,-6.0,-2.0,-5.0,-16.0,27.0,-4.0,6.0,-14.0,-14.0,2.0,8.0,23.0,-17.0,14.0,-23.0,2
2465,24.0,17.0,-7.0,2.0,15.0,-31.0,2.0,11.0,3.0,26.0,1.0,-6.0,-8.0,12.0,0.0,2.0,-26.0,-32.0,1.0,-2.0,14.0,-1.0,1.0,3.0,6.0,-4.0,-7.0,-4.0,21.0,2.0,-6.0,-24.0,-3.0,13.0,-3.0,2.0,-14.0,-7.0,1.0,3.0,-7.0,-2.0,2.0,-2.0,-7.0,-16.0,-1.0,9.0,-3.0,9.0,1.0,7.0,21.0,32.0,4.0,-15.0,11.0,1.0,0.0,-6.0,-8.0,-9.0,-3.0,16.0,2
2753,-13.0,24.0,-2.0,-5.0,-2.0,21.0,1.0,-11.0,1.0,5.0,-1.0,0.0,15.0,-2.0,-5.0,-11.0,1.0,-8.0,-2.0,-3.0,5.0,10.0,1.0,10.0,1.0,2.0,-5.0,-6.0,-14.0,-27.0,-6.0,-5.0,4.0,14.0,2.0,3.0,27.0,24.0,1.0,-3.0,-8.0,16.0,4.0,-4.0,-27.0,-37.0,-2.0,-3.0,-10.0,-32.0,-8.0,8.0,23.0,29.0,0.0,-30.0,-10.0,-1.0,0.0,0.0,20.0,21.0,1.0,24.0,2
732,-8.0,41.0,7.0,-6.0,-2.0,25.0,-3.0,-4.0,0.0,-7.0,-12.0,-7.0,17.0,-16.0,-14.0,10.0,35.0,-2.0,1.0,6.0,-14.0,-49.0,-3.0,11.0,0.0,-13.0,-1.0,3.0,36.0,47.0,9.0,5.0,12.0,27.0,5.0,4.0,-9.0,-27.0,3.0,-15.0,-17.0,-17.0,-2.0,-1.0,-27.0,-15.0,5.0,9.0,-2.0,3.0,-4.0,-2.0,43.0,71.0,9.0,2.0,7.0,-1.0,7.0,5.0,-62.0,-52.0,-18.0,-6.0,2
2024,-8.0,-36.0,-2.0,2.0,0.0,-16.0,-16.0,-5.0,-9.0,-2.0,-3.0,0.0,1.0,-2.0,17.0,-9.0,-3.0,-5.0,4.0,2.0,3.0,-4.0,-8.0,0.0,8.0,34.0,-4.0,-13.0,-30.0,6.0,11.0,0.0,-1.0,-17.0,-3.0,1.0,5.0,-12.0,4.0,-5.0,12.0,14.0,-9.0,3.0,20.0,24.0,-12.0,-10.0,-29.0,-38.0,9.0,7.0,-15.0,16.0,2.0,3.0,4.0,-19.0,-8.0,-12.0,-24.0,-8.0,0.0,5.0,2
1068,-65.0,-13.0,-2.0,6.0,17.0,65.0,-3.0,3.0,-13.0,0.0,-3.0,-5.0,-18.0,-10.0,-2.0,-6.0,11.0,12.0,5.0,-1.0,13.0,-6.0,3.0,-4.0,-5.0,-52.0,-13.0,-1.0,8.0,7.0,-8.0,-14.0,20.0,16.0,-4.0,-9.0,-14.0,-22.0,3.0,27.0,-25.0,23.0,7.0,9.0,27.0,-2.0,-6.0,4.0,11.0,-25.0,-10.0,1.0,-4.0,45.0,9.0,-6.0,-25.0,25.0,10.0,1.0,2.0,-14.0,-3.0,-2.0,2
